Date,AverageTemperature,AverageTemperatureUncertainty,State,Country
1899-04-01,28.617,0.654,Puducherry,India
1899-05-01,29.741,0.478,Puducherry,India
1899-06-01,28.841,0.518,Puducherry,India
1899-07-01,28.778,0.34,Puducherry,India
1899-08-01,28.157,0.396,Puducherry,India
1899-09-01,27.64,0.308,Puducherry,India
1899-10-01,26.818,0.296,Puducherry,India
1899-11-01,25.396,0.408,Puducherry,India
1899-12-01,24.111,0.55,Puducherry,India
01-01-1900,25.229,1.298,Puducherry,India
01-02-1900,26.89,1.013,Puducherry,India
01-03-1900,28.849,0.618,Puducherry,India
01-04-1900,29.689,0.711,Puducherry,India
01-05-1900,30.558,0.517,Puducherry,India
01-06-1900,29.432,0.708,Puducherry,India
01-07-1900,28.035,0.622,Puducherry,India
01-08-1900,28.261,0.615,Puducherry,India
01-09-1900,27.589,0.306,Puducherry,India
01-10-1900,27.033,0.474,Puducherry,India
01-11-1900,25.859,0.335,Puducherry,India
01-12-1900,25.321,0.54,Puducherry,India
01-01-1901,25.662,0.443,Puducherry,India
01-02-1901,26.844,0.532,Puducherry,India
01-03-1901,27.956,0.486,Puducherry,India
01-04-1901,29.724,0.657,Puducherry,India
01-05-1901,30.011,0.468,Puducherry,India
01-06-1901,29.111,0.405,Puducherry,India
01-07-1901,28.025,0.448,Puducherry,India
01-08-1901,27.813,0.333,Puducherry,India
01-09-1901,27.945,0.506,Puducherry,India
01-10-1901,27.069,0.373,Puducherry,India
01-11-1901,25.679,0.487,Puducherry,India
01-12-1901,24.293,0.574,Puducherry,India
01-01-1902,24.609,0.672,Puducherry,India
01-02-1902,25.82,0.502,Puducherry,India
01-03-1902,28.269,0.357,Puducherry,India
01-04-1902,29.76,0.379,Puducherry,India
01-05-1902,30.613,0.59,Puducherry,India
01-06-1902,29.406,0.512,Puducherry,India
01-07-1902,28.1,0.493,Puducherry,India
01-08-1902,28.152,0.505,Puducherry,India
01-09-1902,27.494,0.25,Puducherry,India
01-10-1902,26.567,0.353,Puducherry,India
01-11-1902,25.651,0.317,Puducherry,India
01-12-1902,24.939,0.637,Puducherry,India
01-01-1903,25.337,0.521,Puducherry,India
01-02-1903,26.59,0.432,Puducherry,India
01-03-1903,28.292,0.668,Puducherry,India
01-04-1903,29.652,0.431,Puducherry,India
01-05-1903,29.596,0.365,Puducherry,India
01-06-1903,29.101,0.449,Puducherry,India
01-07-1903,27.727,0.518,Puducherry,India
01-08-1903,27.471,0.361,Puducherry,India
01-09-1903,27.159,0.51,Puducherry,India
01-10-1903,26.632,0.433,Puducherry,India
01-11-1903,25.154,0.589,Puducherry,India
01-12-1903,23.974,0.486,Puducherry,India
01-01-1904,24.365,0.747,Puducherry,India
01-02-1904,25.17,0.639,Puducherry,India
01-03-1904,27.475,0.54,Puducherry,India
01-04-1904,29.6,0.328,Puducherry,India
01-05-1904,29.678,0.357,Puducherry,India
01-06-1904,28.31,0.64,Puducherry,India
01-07-1904,27.569,0.396,Puducherry,India
01-08-1904,27.763,0.478,Puducherry,India
01-09-1904,27.586,0.27,Puducherry,India
01-10-1904,26.802,0.206,Puducherry,India
01-11-1904,25.541,0.189,Puducherry,India
01-12-1904,24.166,0.315,Puducherry,India
01-01-1905,24.197,0.681,Puducherry,India
01-02-1905,26.082,0.431,Puducherry,India
01-03-1905,28.336,0.379,Puducherry,India
01-04-1905,28.653,0.352,Puducherry,India
01-05-1905,29.766,0.38,Puducherry,India
01-06-1905,29.266,0.477,Puducherry,India
01-07-1905,28.756,0.498,Puducherry,India
01-08-1905,27.844,0.232,Puducherry,India
01-09-1905,27.875,0.35,Puducherry,India
01-10-1905,26.786,0.513,Puducherry,India
01-11-1905,26.041,0.421,Puducherry,India
01-12-1905,24.407,0.783,Puducherry,India
01-01-1906,25.201,0.516,Puducherry,India
01-02-1906,26.987,0.831,Puducherry,India
01-03-1906,27.983,0.348,Puducherry,India
01-04-1906,30.43,0.581,Puducherry,India
01-05-1906,30.916,0.56,Puducherry,India
01-06-1906,29.073,0.6,Puducherry,India
01-07-1906,28.202,0.403,Puducherry,India
01-08-1906,27.261,0.297,Puducherry,India
01-09-1906,27.479,0.473,Puducherry,India
01-10-1906,26.73,0.271,Puducherry,India
01-11-1906,25.642,0.256,Puducherry,India
01-12-1906,24.659,0.671,Puducherry,India
01-01-1907,24.482,0.432,Puducherry,India
01-02-1907,25.948,0.328,Puducherry,India
01-03-1907,27.835,0.498,Puducherry,India
01-04-1907,28.368,0.529,Puducherry,India
01-05-1907,30.082,0.703,Puducherry,India
01-06-1907,28.859,0.571,Puducherry,India
01-07-1907,27.811,0.313,Puducherry,India
01-08-1907,27.372,0.673,Puducherry,India
01-09-1907,27.874,0.413,Puducherry,India
01-10-1907,26.854,0.258,Puducherry,India
01-11-1907,25.55,0.311,Puducherry,India
01-12-1907,24.243,0.302,Puducherry,India
01-01-1908,24.553,0.453,Puducherry,India
01-02-1908,25.738,0.46,Puducherry,India
01-03-1908,27.514,0.391,Puducherry,India
01-04-1908,29.85,0.321,Puducherry,India
01-05-1908,30.05,0.467,Puducherry,India
01-06-1908,29.118,0.407,Puducherry,India
01-07-1908,27.598,0.206,Puducherry,India
01-08-1908,27.504,0.289,Puducherry,India
01-09-1908,27.155,0.363,Puducherry,India
01-10-1908,26.692,0.426,Puducherry,India
01-11-1908,24.867,0.659,Puducherry,India
01-12-1908,23.99,0.561,Puducherry,India
01-01-1909,24.612,0.446,Puducherry,India
01-02-1909,25.83,0.208,Puducherry,India
01-03-1909,27.887,0.199,Puducherry,India
01-04-1909,29.029,0.278,Puducherry,India
01-05-1909,29.579,0.283,Puducherry,India
01-06-1909,28.509,0.133,Puducherry,India
01-07-1909,27.355,0.379,Puducherry,India
01-08-1909,27.134,0.307,Puducherry,India
01-09-1909,26.867,0.134,Puducherry,India
01-10-1909,26.97,0.489,Puducherry,India
01-11-1909,26.023,0.225,Puducherry,India
01-12-1909,24.926,0.394,Puducherry,India
01-01-1910,24.668,0.402,Puducherry,India
01-02-1910,25.748,0.378,Puducherry,India
01-03-1910,27.671,0.316,Puducherry,India
01-04-1910,29.495,0.275,Puducherry,India
01-05-1910,30.271,0.197,Puducherry,India
01-06-1910,28.493,0.384,Puducherry,India
01-07-1910,27.518,0.458,Puducherry,India
01-08-1910,26.957,0.391,Puducherry,India
01-09-1910,26.726,0.369,Puducherry,India
01-10-1910,26.415,0.299,Puducherry,India
01-11-1910,24.759,0.265,Puducherry,India
01-12-1910,23.744,0.503,Puducherry,India
01-01-1911,24.682,0.319,Puducherry,India
01-02-1911,25.187,0.426,Puducherry,India
01-03-1911,27.875,0.376,Puducherry,India
01-04-1911,29.327,0.234,Puducherry,India
01-05-1911,30.036,0.332,Puducherry,India
01-06-1911,28.64,0.289,Puducherry,India
01-07-1911,27.75,0.239,Puducherry,India
01-08-1911,27.794,0.384,Puducherry,India
01-09-1911,27.789,0.224,Puducherry,India
01-10-1911,26.562,0.256,Puducherry,India
01-11-1911,25.872,0.303,Puducherry,India
01-12-1911,24.756,0.532,Puducherry,India
01-01-1912,24.27,0.522,Puducherry,India
01-02-1912,26.676,0.451,Puducherry,India
01-03-1912,28.65,0.42,Puducherry,India
01-04-1912,29.674,0.288,Puducherry,India
01-05-1912,30.646,0.423,Puducherry,India
01-06-1912,29.147,0.453,Puducherry,India
01-07-1912,27.867,0.264,Puducherry,India
01-08-1912,27.683,0.345,Puducherry,India
01-09-1912,27.756,0.486,Puducherry,India
01-10-1912,26.723,0.381,Puducherry,India
01-11-1912,25.483,0.377,Puducherry,India
01-12-1912,24.15,0.345,Puducherry,India
01-01-1913,24.161,0.618,Puducherry,India
01-02-1913,26.35,0.402,Puducherry,India
01-03-1913,28.221,0.319,Puducherry,India
01-04-1913,29.852,0.372,Puducherry,India
01-05-1913,30.365,0.226,Puducherry,India
01-06-1913,29.169,0.116,Puducherry,India
01-07-1913,27.815,0.284,Puducherry,India
01-08-1913,27.921,0.395,Puducherry,India
01-09-1913,27.867,0.47,Puducherry,India
01-10-1913,26.535,0.24,Puducherry,India
01-11-1913,25.406,0.358,Puducherry,India
01-12-1913,24.811,0.355,Puducherry,India
01-01-1914,24.519,0.651,Puducherry,India
01-02-1914,26.198,0.266,Puducherry,India
01-03-1914,28.248,0.366,Puducherry,India
01-04-1914,29.224,0.454,Puducherry,India
01-05-1914,30.463,0.524,Puducherry,India
01-06-1914,29.374,0.477,Puducherry,India
01-07-1914,28.004,0.154,Puducherry,India
01-08-1914,27.41,0.312,Puducherry,India
01-09-1914,27.576,0.428,Puducherry,India
01-10-1914,26.563,0.42,Puducherry,India
01-11-1914,25.757,0.327,Puducherry,India
01-12-1914,25.058,0.438,Puducherry,India
01-01-1915,25.114,0.353,Puducherry,India
01-02-1915,26.456,0.373,Puducherry,India
01-03-1915,28.142,0.737,Puducherry,India
01-04-1915,29.635,0.334,Puducherry,India
01-05-1915,30.734,0.715,Puducherry,India
01-06-1915,29.592,0.29,Puducherry,India
01-07-1915,28.058,0.367,Puducherry,India
01-08-1915,28.155,0.285,Puducherry,India
01-09-1915,27.733,0.273,Puducherry,India
01-10-1915,27.409,0.2,Puducherry,India
01-11-1915,26.143,0.347,Puducherry,India
01-12-1915,24.366,0.306,Puducherry,India
01-01-1916,24.459,0.623,Puducherry,India
01-02-1916,26.159,0.394,Puducherry,India
01-03-1916,28.127,0.464,Puducherry,India
01-04-1916,29.98,0.321,Puducherry,India
01-05-1916,30.052,0.227,Puducherry,India
01-06-1916,28.383,0.32,Puducherry,India
01-07-1916,27.723,0.332,Puducherry,India
01-08-1916,27.591,0.376,Puducherry,India
01-09-1916,27.266,0.492,Puducherry,India
01-10-1916,26.68,0.382,Puducherry,India
01-11-1916,25.78,0.43,Puducherry,India
01-12-1916,24.093,0.485,Puducherry,India
01-01-1917,24.126,0.396,Puducherry,India
01-02-1917,25.564,0.306,Puducherry,India
01-03-1917,27.339,0.392,Puducherry,India
01-04-1917,29.282,0.358,Puducherry,India
01-05-1917,29.241,0.288,Puducherry,India
01-06-1917,27.976,0.225,Puducherry,India
01-07-1917,28.172,0.595,Puducherry,India
01-08-1917,27.446,0.377,Puducherry,India
01-09-1917,26.938,0.32,Puducherry,India
01-10-1917,26.319,0.288,Puducherry,India
01-11-1917,25.603,0.6,Puducherry,India
01-12-1917,24.127,0.434,Puducherry,India
01-01-1918,24.212,0.353,Puducherry,India
01-02-1918,24.846,0.602,Puducherry,India
01-03-1918,27.347,0.41,Puducherry,India
01-04-1918,29.129,0.434,Puducherry,India
01-05-1918,28.908,0.405,Puducherry,India
01-06-1918,28.435,0.373,Puducherry,India
01-07-1918,28.635,0.317,Puducherry,India
01-08-1918,27.988,0.332,Puducherry,India
01-09-1918,27.747,0.242,Puducherry,India
01-10-1918,27.389,0.327,Puducherry,India
01-11-1918,26.22,0.358,Puducherry,India
01-12-1918,24.703,0.168,Puducherry,India
01-01-1919,25.562,0.374,Puducherry,India
01-02-1919,26.767,0.309,Puducherry,India
01-03-1919,27.78,0.396,Puducherry,India
01-04-1919,29.874,0.529,Puducherry,India
01-05-1919,30.162,0.412,Puducherry,India
01-06-1919,28.573,0.276,Puducherry,India
01-07-1919,27.796,0.352,Puducherry,India
01-08-1919,27.793,0.403,Puducherry,India
01-09-1919,27.515,0.245,Puducherry,India
01-10-1919,26.956,0.218,Puducherry,India
01-11-1919,25.785,0.287,Puducherry,India
01-12-1919,24.8,0.427,Puducherry,India
01-01-1920,24.774,0.307,Puducherry,India
01-02-1920,26.412,0.297,Puducherry,India
01-03-1920,28.529,0.351,Puducherry,India
01-04-1920,29.211,0.585,Puducherry,India
01-05-1920,30.219,0.328,Puducherry,India
01-06-1920,28.943,0.179,Puducherry,India
01-07-1920,28.407,0.292,Puducherry,India
01-08-1920,27.731,0.222,Puducherry,India
01-09-1920,27.754,0.309,Puducherry,India
01-10-1920,26.962,0.415,Puducherry,India
01-11-1920,25.654,0.322,Puducherry,India
01-12-1920,24.313,0.479,Puducherry,India
01-01-1921,25.209,0.387,Puducherry,India
01-02-1921,25.627,0.25,Puducherry,India
01-03-1921,28.337,0.387,Puducherry,India
01-04-1921,29.139,0.406,Puducherry,India
01-05-1921,31.076,0.571,Puducherry,India
01-06-1921,29.23,0.296,Puducherry,India
01-07-1921,27.715,0.548,Puducherry,India
01-08-1921,27.742,0.372,Puducherry,India
01-09-1921,27.351,0.324,Puducherry,India
01-10-1921,26.476,0.324,Puducherry,India
01-11-1921,25.098,0.302,Puducherry,India
01-12-1921,24.475,0.443,Puducherry,India
01-01-1922,24.796,0.39,Puducherry,India
01-02-1922,25.747,0.311,Puducherry,India
01-03-1922,28.209,0.423,Puducherry,India
01-04-1922,29.46,0.404,Puducherry,India
01-05-1922,29.813,0.374,Puducherry,India
01-06-1922,28.919,0.29,Puducherry,India
01-07-1922,27.78,0.18,Puducherry,India
01-08-1922,27.751,0.337,Puducherry,India
01-09-1922,27.536,0.312,Puducherry,India
01-10-1922,26.433,0.305,Puducherry,India
01-11-1922,25.607,0.303,Puducherry,India
01-12-1922,23.935,0.325,Puducherry,India
01-01-1923,24.434,0.329,Puducherry,India
01-02-1923,25.744,0.305,Puducherry,India
01-03-1923,27.517,0.358,Puducherry,India
01-04-1923,29.657,0.306,Puducherry,India
01-05-1923,30.026,0.417,Puducherry,India
01-06-1923,29.495,0.393,Puducherry,India
01-07-1923,27.698,0.361,Puducherry,India
01-08-1923,27.847,0.352,Puducherry,India
01-09-1923,27.436,0.359,Puducherry,India
01-10-1923,26.636,0.287,Puducherry,India
01-11-1923,25.94,0.383,Puducherry,India
01-12-1923,24.695,0.471,Puducherry,India
01-01-1924,24.76,0.188,Puducherry,India
01-02-1924,26.292,0.283,Puducherry,India
01-03-1924,27.956,0.281,Puducherry,India
01-04-1924,29.967,0.32,Puducherry,India
01-05-1924,30.524,0.398,Puducherry,India
01-06-1924,28.878,0.321,Puducherry,India
01-07-1924,27.774,0.249,Puducherry,India
01-08-1924,27.838,0.213,Puducherry,India
01-09-1924,27.22,0.177,Puducherry,India
01-10-1924,26.758,0.123,Puducherry,India
01-11-1924,25.544,0.212,Puducherry,India
01-12-1924,24.329,0.224,Puducherry,India
01-01-1925,24.362,0.58,Puducherry,India
01-02-1925,25.703,0.4,Puducherry,India
01-03-1925,27.485,0.379,Puducherry,India
01-04-1925,29.711,0.2,Puducherry,India
01-05-1925,29.455,0.437,Puducherry,India
01-06-1925,28.682,0.311,Puducherry,India
01-07-1925,27.825,0.119,Puducherry,India
01-08-1925,27.322,0.184,Puducherry,India
01-09-1925,27.788,0.175,Puducherry,India
01-10-1925,26.677,0.295,Puducherry,India
01-11-1925,25.589,0.296,Puducherry,India
01-12-1925,24.389,0.278,Puducherry,India
01-01-1926,24.944,0.267,Puducherry,India
01-02-1926,26.113,0.247,Puducherry,India
01-03-1926,28.507,0.474,Puducherry,India
01-04-1926,29.606,0.422,Puducherry,India
01-05-1926,30.321,0.504,Puducherry,India
01-06-1926,29.995,0.446,Puducherry,India
01-07-1926,28.219,0.374,Puducherry,India
01-08-1926,27.907,0.33,Puducherry,India
01-09-1926,27.586,0.21,Puducherry,India
01-10-1926,26.874,0.185,Puducherry,India
01-11-1926,25.48,0.303,Puducherry,India
01-12-1926,24.739,0.506,Puducherry,India
01-01-1927,25.252,0.307,Puducherry,India
01-02-1927,26.674,0.319,Puducherry,India
01-03-1927,28.548,0.362,Puducherry,India
01-04-1927,29.791,0.158,Puducherry,India
01-05-1927,29.999,0.342,Puducherry,India
01-06-1927,28.665,0.311,Puducherry,India
01-07-1927,27.685,0.408,Puducherry,India
01-08-1927,27.783,0.3,Puducherry,India
01-09-1927,27.548,0.363,Puducherry,India
01-10-1927,26.905,0.263,Puducherry,India
01-11-1927,25.497,0.315,Puducherry,India
01-12-1927,24.935,0.412,Puducherry,India
01-01-1928,25.377,0.307,Puducherry,India
01-02-1928,26.175,0.391,Puducherry,India
01-03-1928,27.897,0.369,Puducherry,India
01-04-1928,29.564,0.114,Puducherry,India
01-05-1928,30.919,0.271,Puducherry,India
01-06-1928,29.185,0.328,Puducherry,India
01-07-1928,27.812,0.47,Puducherry,India
01-08-1928,27.496,0.388,Puducherry,India
01-09-1928,27.787,0.242,Puducherry,India
01-10-1928,26.735,0.193,Puducherry,India
01-11-1928,25.844,0.226,Puducherry,India
01-12-1928,24.869,0.459,Puducherry,India
01-01-1929,24.954,0.521,Puducherry,India
01-02-1929,25.95,0.353,Puducherry,India
01-03-1929,27.84,0.305,Puducherry,India
01-04-1929,28.833,0.231,Puducherry,India
01-05-1929,30.255,0.351,Puducherry,India
01-06-1929,28.605,0.154,Puducherry,India
01-07-1929,28.162,0.196,Puducherry,India
01-08-1929,27.667,0.387,Puducherry,India
01-09-1929,27.478,0.227,Puducherry,India
01-10-1929,26.717,0.256,Puducherry,India
01-11-1929,25.714,0.312,Puducherry,India
01-12-1929,24.888,0.419,Puducherry,India
01-01-1930,24.891,0.304,Puducherry,India
01-02-1930,26.025,0.188,Puducherry,India
01-03-1930,28.095,0.377,Puducherry,India
01-04-1930,29.17,0.332,Puducherry,India
01-05-1930,29.362,0.345,Puducherry,India
01-06-1930,28.597,0.326,Puducherry,India
01-07-1930,28.347,0.173,Puducherry,India
01-08-1930,27.703,0.101,Puducherry,India
01-09-1930,27.52,0.168,Puducherry,India
01-10-1930,26.235,0.285,Puducherry,India
01-11-1930,25.521,0.267,Puducherry,India
01-12-1930,24.919,0.232,Puducherry,India
01-01-1931,25.027,0.336,Puducherry,India
01-02-1931,26.488,0.436,Puducherry,India
01-03-1931,28.28,0.23,Puducherry,India
01-04-1931,29.801,0.319,Puducherry,India
01-05-1931,30.664,0.455,Puducherry,India
01-06-1931,29.548,0.114,Puducherry,India
01-07-1931,28.086,0.325,Puducherry,India
01-08-1931,27.985,0.211,Puducherry,India
01-09-1931,27.536,0.185,Puducherry,India
01-10-1931,27.164,0.169,Puducherry,India
01-11-1931,25.722,0.226,Puducherry,India
01-12-1931,24.65,0.228,Puducherry,India
01-01-1932,24.318,0.692,Puducherry,India
01-02-1932,25.727,0.364,Puducherry,India
01-03-1932,27.419,0.375,Puducherry,India
01-04-1932,29.257,0.276,Puducherry,India
01-05-1932,29.327,0.347,Puducherry,India
01-06-1932,28.998,0.2,Puducherry,India
01-07-1932,27.957,0.296,Puducherry,India
01-08-1932,27.674,0.229,Puducherry,India
01-09-1932,27.493,0.285,Puducherry,India
01-10-1932,26.665,0.288,Puducherry,India
01-11-1932,25.697,0.285,Puducherry,India
01-12-1932,24.42,0.451,Puducherry,India
01-01-1933,24.891,0.511,Puducherry,India
01-02-1933,26.111,0.253,Puducherry,India
01-03-1933,27.686,0.288,Puducherry,India
01-04-1933,29.28,0.231,Puducherry,India
01-05-1933,29.08,0.289,Puducherry,India
01-06-1933,28.601,0.455,Puducherry,India
01-07-1933,27.983,0.274,Puducherry,India
01-08-1933,27.305,0.23,Puducherry,India
01-09-1933,27.23,0.378,Puducherry,India
01-10-1933,26.115,0.182,Puducherry,India
01-11-1933,25.667,0.448,Puducherry,India
01-12-1933,24.321,0.533,Puducherry,India
01-01-1934,24.759,0.441,Puducherry,India
01-02-1934,25.467,0.486,Puducherry,India
01-03-1934,27.563,0.289,Puducherry,India
01-04-1934,29.507,0.22,Puducherry,India
01-05-1934,30.484,0.259,Puducherry,India
01-06-1934,28.897,0.157,Puducherry,India
01-07-1934,28.047,0.116,Puducherry,India
01-08-1934,27.735,0.185,Puducherry,India
01-09-1934,27.901,0.163,Puducherry,India
01-10-1934,26.894,0.352,Puducherry,India
01-11-1934,25.196,0.351,Puducherry,India
01-12-1934,24.158,0.26,Puducherry,India
01-01-1935,24.777,0.359,Puducherry,India
01-02-1935,26.069,0.298,Puducherry,India
01-03-1935,28.029,0.251,Puducherry,India
01-04-1935,29.48,0.313,Puducherry,India
01-05-1935,30.975,0.364,Puducherry,India
01-06-1935,29.31,0.275,Puducherry,India
01-07-1935,27.988,0.353,Puducherry,India
01-08-1935,27.475,0.118,Puducherry,India
01-09-1935,27.362,0.224,Puducherry,India
01-10-1935,26.861,0.292,Puducherry,India
01-11-1935,25.434,0.379,Puducherry,India
01-12-1935,24.741,0.377,Puducherry,India
01-01-1936,25.208,0.437,Puducherry,India
01-02-1936,26.579,0.266,Puducherry,India
01-03-1936,27.949,0.278,Puducherry,India
01-04-1936,29.864,0.173,Puducherry,India
01-05-1936,30.091,0.313,Puducherry,India
01-06-1936,28.242,0.21,Puducherry,India
01-07-1936,28.076,0.231,Puducherry,India
01-08-1936,27.722,0.363,Puducherry,India
01-09-1936,27.875,0.426,Puducherry,India
01-10-1936,27.003,0.291,Puducherry,India
01-11-1936,25.884,0.35,Puducherry,India
01-12-1936,25.139,0.343,Puducherry,India
01-01-1937,24.929,0.201,Puducherry,India
01-02-1937,26.68,0.249,Puducherry,India
01-03-1937,28.07,0.207,Puducherry,India
01-04-1937,28.822,0.275,Puducherry,India
01-05-1937,30.538,0.268,Puducherry,India
01-06-1937,29.421,0.387,Puducherry,India
01-07-1937,27.733,0.177,Puducherry,India
01-08-1937,28.14,0.307,Puducherry,India
01-09-1937,27.943,0.391,Puducherry,India
01-10-1937,26.646,0.302,Puducherry,India
01-11-1937,25.574,0.328,Puducherry,India
01-12-1937,24.158,0.34,Puducherry,India
01-01-1938,25.174,0.397,Puducherry,India
01-02-1938,26.519,0.26,Puducherry,India
01-03-1938,28.566,0.27,Puducherry,India
01-04-1938,29.362,0.342,Puducherry,India
01-05-1938,30.589,0.375,Puducherry,India
01-06-1938,28.303,0.223,Puducherry,India
01-07-1938,27.714,0.18,Puducherry,India
01-08-1938,27.611,0.136,Puducherry,India
01-09-1938,27.411,0.194,Puducherry,India
01-10-1938,26.819,0.276,Puducherry,India
01-11-1938,25.361,0.403,Puducherry,India
01-12-1938,24.557,0.346,Puducherry,India
01-01-1939,24.467,0.319,Puducherry,India
01-02-1939,25.612,0.463,Puducherry,India
01-03-1939,27.824,0.206,Puducherry,India
01-04-1939,29.05,0.239,Puducherry,India
01-05-1939,30.443,0.521,Puducherry,India
01-06-1939,29.109,0.258,Puducherry,India
01-07-1939,28.012,0.278,Puducherry,India
01-08-1939,27.919,0.265,Puducherry,India
01-09-1939,27.81,0.229,Puducherry,India
01-10-1939,26.978,0.28,Puducherry,India
01-11-1939,25.413,0.214,Puducherry,India
01-12-1939,24.647,0.352,Puducherry,India
01-01-1940,23.749,0.148,Puducherry,India
01-02-1940,25.888,0.163,Puducherry,India
01-03-1940,28.4,0.396,Puducherry,India
01-04-1940,29.388,0.295,Puducherry,India
01-05-1940,30.063,0.398,Puducherry,India
01-06-1940,29.139,0.128,Puducherry,India
01-07-1940,28.128,0.185,Puducherry,India
01-08-1940,27.679,0.219,Puducherry,India
01-09-1940,28.245,0.34,Puducherry,India
01-10-1940,27.087,0.316,Puducherry,India
01-11-1940,25.909,0.334,Puducherry,India
01-12-1940,24.927,0.199,Puducherry,India
01-01-1941,25.263,0.403,Puducherry,India
01-02-1941,26.515,0.123,Puducherry,India
01-03-1941,28.694,0.188,Puducherry,India
01-04-1941,30.314,0.188,Puducherry,India
01-05-1941,30.968,0.2,Puducherry,India
01-06-1941,29.195,0.327,Puducherry,India
01-07-1941,28.853,0.176,Puducherry,India
01-08-1941,28.587,0.285,Puducherry,India
01-09-1941,27.676,0.214,Puducherry,India
01-10-1941,27.195,0.228,Puducherry,India
01-11-1941,26.009,0.199,Puducherry,India
01-12-1941,25.072,0.163,Puducherry,India
01-01-1942,24.885,0.262,Puducherry,India
01-02-1942,26.574,0.095,Puducherry,India
01-03-1942,28.301,0.233,Puducherry,India
01-04-1942,29.577,0.38,Puducherry,India
01-05-1942,30.825,0.18,Puducherry,India
01-06-1942,29.356,0.255,Puducherry,India
01-07-1942,28.203,0.281,Puducherry,India
01-08-1942,27.791,0.171,Puducherry,India
01-09-1942,27.911,0.266,Puducherry,India
01-10-1942,26.837,0.34,Puducherry,India
01-11-1942,25.653,0.344,Puducherry,India
01-12-1942,25.043,0.352,Puducherry,India
01-01-1943,25.03,0.389,Puducherry,India
01-02-1943,25.818,0.207,Puducherry,India
01-03-1943,28.071,0.237,Puducherry,India
01-04-1943,29.151,0.086,Puducherry,India
01-05-1943,28.994,0.39,Puducherry,India
01-06-1943,28.377,0.228,Puducherry,India
01-07-1943,27.682,0.345,Puducherry,India
01-08-1943,27.73,0.342,Puducherry,India
01-09-1943,27.323,0.277,Puducherry,India
01-10-1943,26.073,0.365,Puducherry,India
01-11-1943,25.727,0.311,Puducherry,India
01-12-1943,24.593,0.305,Puducherry,India
01-01-1944,25.067,0.352,Puducherry,India
01-02-1944,26.309,0.301,Puducherry,India
01-03-1944,27.183,0.251,Puducherry,India
01-04-1944,28.818,0.504,Puducherry,India
01-05-1944,30.097,0.325,Puducherry,India
01-06-1944,29.083,0.249,Puducherry,India
01-07-1944,27.768,0.409,Puducherry,India
01-08-1944,28.18,0.296,Puducherry,India
01-09-1944,27.625,0.65,Puducherry,India
01-10-1944,27.141,0.341,Puducherry,India
01-11-1944,25.779,0.244,Puducherry,India
01-12-1944,24.744,0.385,Puducherry,India
01-01-1945,24.625,0.491,Puducherry,India
01-02-1945,26.392,0.32,Puducherry,India
01-03-1945,28.184,0.232,Puducherry,India
01-04-1945,28.942,0.475,Puducherry,India
01-05-1945,30.575,0.342,Puducherry,India
01-06-1945,29.526,0.201,Puducherry,India
01-07-1945,28.083,0.386,Puducherry,India
01-08-1945,27.888,0.153,Puducherry,India
01-09-1945,27.628,0.139,Puducherry,India
01-10-1945,26.967,0.266,Puducherry,India
01-11-1945,25.345,0.25,Puducherry,India
01-12-1945,24.203,0.478,Puducherry,India
01-01-1946,23.998,0.495,Puducherry,India
01-02-1946,25.952,0.223,Puducherry,India
01-03-1946,28.251,0.247,Puducherry,India
01-04-1946,29.411,0.264,Puducherry,India
01-05-1946,30.457,0.233,Puducherry,India
01-06-1946,28.878,0.249,Puducherry,India
01-07-1946,28.263,0.205,Puducherry,India
01-08-1946,27.691,0.237,Puducherry,India
01-09-1946,27.575,0.242,Puducherry,India
01-10-1946,27.002,0.25,Puducherry,India
01-11-1946,26.055,0.177,Puducherry,India
01-12-1946,25.044,0.199,Puducherry,India
01-01-1947,25.359,0.394,Puducherry,India
01-02-1947,25.926,0.338,Puducherry,India
01-03-1947,28.163,0.239,Puducherry,India
01-04-1947,29.512,0.194,Puducherry,India
01-05-1947,30.546,0.456,Puducherry,India
01-06-1947,29.494,0.155,Puducherry,India
01-07-1947,28.016,0.203,Puducherry,India
01-08-1947,27.735,0.241,Puducherry,India
01-09-1947,27.317,0.158,Puducherry,India
01-10-1947,26.408,0.2,Puducherry,India
01-11-1947,25.641,0.307,Puducherry,India
01-12-1947,24.689,0.237,Puducherry,India
01-01-1948,25.167,0.387,Puducherry,India
01-02-1948,26.542,0.313,Puducherry,India
01-03-1948,28.221,0.239,Puducherry,India
01-04-1948,29.706,0.223,Puducherry,India
01-05-1948,30.64,0.303,Puducherry,India
01-06-1948,29.463,0.354,Puducherry,India
01-07-1948,28.207,0.121,Puducherry,India
01-08-1948,27.729,0.162,Puducherry,India
01-09-1948,27.787,0.195,Puducherry,India
01-10-1948,27.129,0.255,Puducherry,India
01-11-1948,26.442,0.233,Puducherry,India
01-12-1948,24.455,0.349,Puducherry,India
01-01-1949,24.532,0.349,Puducherry,India
01-02-1949,25.91,0.241,Puducherry,India
01-03-1949,28.493,0.334,Puducherry,India
01-04-1949,29.876,0.243,Puducherry,India
01-05-1949,29.671,0.379,Puducherry,India
01-06-1949,28.699,0.392,Puducherry,India
01-07-1949,27.782,0.202,Puducherry,India
01-08-1949,27.829,0.286,Puducherry,India
01-09-1949,27.386,0.281,Puducherry,India
01-10-1949,27.316,0.252,Puducherry,India
