Date,AverageTemperature,AverageTemperatureUncertainty,State,Country
1847-12-01,23.121,1.14,Puducherry,India
1848-01-01,23.906,1.751,Puducherry,India
1848-02-01,26.18,1.281,Puducherry,India
1848-03-01,27.416,0.781,Puducherry,India
1848-04-01,28.9,0.962,Puducherry,India
1848-05-01,29.279,1.082,Puducherry,India
1848-06-01,28.141,1.723,Puducherry,India
1848-07-01,27.945,1.565,Puducherry,India
1848-08-01,27.189,1.337,Puducherry,India
1848-09-01,26.826,1.137,Puducherry,India
1848-10-01,25.992,0.889,Puducherry,India
1848-11-01,24.867,0.828,Puducherry,India
1848-12-01,24.289,1.107,Puducherry,India
1849-01-01,24.258,0.968,Puducherry,India
1849-02-01,25.824,1.097,Puducherry,India
1849-03-01,27.919,1.708,Puducherry,India
1849-04-01,28.318,1.24,Puducherry,India
1849-05-01,29.158,0.858,Puducherry,India
1849-06-01,28.092,1.582,Puducherry,India
1849-07-01,27.718,1.114,Puducherry,India
1849-08-01,27.418,0.976,Puducherry,India
1849-09-01,26.39,1.071,Puducherry,India
1849-10-01,26.306,1.103,Puducherry,India
1849-11-01,25.933,1.397,Puducherry,India
1849-12-01,23.411,1.384,Puducherry,India
1850-01-01,23.556,1.13,Puducherry,India
1850-02-01,25.904,1.215,Puducherry,India
1850-03-01,27.699,2.323,Puducherry,India
1850-04-01,28.602,1.406,Puducherry,India
1850-05-01,28.866,0.924,Puducherry,India
1850-06-01,28.712,0.872,Puducherry,India
1850-07-01,28.054,0.913,Puducherry,India
1850-08-01,27.744,0.979,Puducherry,India
1850-09-01,27.015,0.849,Puducherry,India
1850-10-01,26.469,1.35,Puducherry,India
1850-11-01,25.016,1.848,Puducherry,India
1850-12-01,23.992,0.949,Puducherry,India
1851-01-01,24.222,1.323,Puducherry,India
1851-02-01,25.705,0.81,Puducherry,India
1851-03-01,27.419,1.212,Puducherry,India
1851-04-01,28.774,1.333,Puducherry,India
1851-05-01,29.694,1.038,Puducherry,India
1851-06-01,28.567,1.213,Puducherry,India
1851-07-01,27.808,1.512,Puducherry,India
1851-08-01,27.53,1.248,Puducherry,India
1851-09-01,27.16,0.983,Puducherry,India
1851-10-01,26.536,1.596,Puducherry,India
1851-11-01,24.89,1.069,Puducherry,India
1851-12-01,24.242,2.363,Puducherry,India
1852-01-01,24.549,2.221,Puducherry,India
1852-02-01,25.65,1.198,Puducherry,India
1852-03-01,27.563,1.767,Puducherry,India
1852-04-01,28.845,1.323,Puducherry,India
1852-05-01,29.308,1.245,Puducherry,India
1852-06-01,28.677,0.842,Puducherry,India
1852-07-01,27.807,1.398,Puducherry,India
1852-08-01,27.186,1.11,Puducherry,India
1852-09-01,26.993,0.903,Puducherry,India
1852-10-01,25.806,1.131,Puducherry,India
1852-11-01,25.229,1.412,Puducherry,India
1852-12-01,24.46,1.834,Puducherry,India
1853-01-01,25.079,1.804,Puducherry,India
1853-02-01,25.195,1.974,Puducherry,India
1853-03-01,27.807,1.045,Puducherry,India
1853-04-01,28.822,1.517,Puducherry,India
1853-05-01,29.867,0.449,Puducherry,India
1853-06-01,29.484,0.932,Puducherry,India
1853-07-01,28.163,0.656,Puducherry,India
1853-08-01,27.602,0.846,Puducherry,India
1853-09-01,27.493,0.552,Puducherry,India
1853-10-01,26.477,0.563,Puducherry,India
1853-11-01,25.07,1.598,Puducherry,India
1853-12-01,24.146,1.0,Puducherry,India
1854-01-01,23.954,1.289,Puducherry,India
1854-02-01,25.664,1.126,Puducherry,India
1854-03-01,27.819,0.648,Puducherry,India
1854-04-01,29.732,1.106,Puducherry,India
1854-05-01,29.786,0.857,Puducherry,India
1854-06-01,29.294,1.222,Puducherry,India
1854-07-01,28.085,1.313,Puducherry,India
1854-08-01,27.651,1.194,Puducherry,India
1854-09-01,27.074,0.721,Puducherry,India
1854-10-01,26.33,1.356,Puducherry,India
1854-11-01,25.622,0.967,Puducherry,India
1854-12-01,24.612,2.009,Puducherry,India
1855-01-01,24.696,1.513,Puducherry,India
1855-02-01,25.712,1.17,Puducherry,India
1855-03-01,27.792,0.752,Puducherry,India
1855-04-01,29.356,1.686,Puducherry,India
1855-05-01,30.434,1.111,Puducherry,India
1855-06-01,29.009,1.082,Puducherry,India
1855-07-01,28.538,1.272,Puducherry,India
1855-08-01,27.857,1.262,Puducherry,India
1855-09-01,27.218,0.992,Puducherry,India
1855-10-01,25.859,1.168,Puducherry,India
1855-11-01,25.206,0.881,Puducherry,India
1855-12-01,24.174,1.971,Puducherry,India
1856-01-01,24.655,1.362,Puducherry,India
1856-02-01,26.194,1.953,Puducherry,India
1856-03-01,27.8,1.457,Puducherry,India
1856-04-01,28.768,0.739,Puducherry,India
1856-05-01,29.251,1.293,Puducherry,India
1856-06-01,28.466,1.422,Puducherry,India
1856-07-01,27.344,0.971,Puducherry,India
1856-08-01,26.091,2.072,Puducherry,India
1856-09-01,26.691,1.213,Puducherry,India
1856-10-01,25.485,0.868,Puducherry,India
1856-11-01,24.853,0.854,Puducherry,India
1856-12-01,23.944,1.379,Puducherry,India
1857-01-01,23.806,1.143,Puducherry,India
1857-02-01,24.518,2.256,Puducherry,India
1857-03-01,26.981,0.962,Puducherry,India
1857-04-01,28.493,1.071,Puducherry,India
1857-05-01,29.096,0.575,Puducherry,India
1857-06-01,27.734,1.604,Puducherry,India
1857-07-01,27.225,1.467,Puducherry,India
1857-08-01,27.262,0.7,Puducherry,India
1857-09-01,26.739,0.496,Puducherry,India
1857-10-01,25.203,1.738,Puducherry,India
1857-11-01,24.614,1.576,Puducherry,India
1857-12-01,23.681,1.448,Puducherry,India
1858-01-01,24.62,2.026,Puducherry,India
1858-02-01,25.845,0.74,Puducherry,India
1858-03-01,27.884,0.969,Puducherry,India
1858-04-01,29.689,1.344,Puducherry,India
1858-05-01,29.466,1.312,Puducherry,India
1858-06-01,28.655,0.966,Puducherry,India
1858-07-01,27.517,0.986,Puducherry,India
1858-08-01,27.476,0.993,Puducherry,India
1858-09-01,27.023,0.738,Puducherry,India
1858-10-01,26.203,1.027,Puducherry,India
1858-11-01,25.604,1.115,Puducherry,India
1858-12-01,24.173,1.536,Puducherry,India
1859-01-01,24.588,0.872,Puducherry,India
1859-02-01,25.861,0.845,Puducherry,India
1859-03-01,27.946,1.209,Puducherry,India
1859-04-01,29.399,1.739,Puducherry,India
1859-05-01,30.125,0.795,Puducherry,India
1859-06-01,28.815,0.953,Puducherry,India
1859-07-01,27.502,0.851,Puducherry,India
1859-08-01,27.049,0.77,Puducherry,India
1859-09-01,26.712,0.651,Puducherry,India
1859-10-01,26.169,1.049,Puducherry,India
1859-11-01,25.105,1.493,Puducherry,India
1859-12-01,24.195,1.321,Puducherry,India
1860-01-01,24.025,1.032,Puducherry,India
1860-02-01,25.318,0.993,Puducherry,India
1860-03-01,26.961,1.937,Puducherry,India
1860-04-01,29.253,0.818,Puducherry,India
1860-05-01,29.98,0.933,Puducherry,India
1860-06-01,28.989,0.713,Puducherry,India
1860-07-01,27.932,0.731,Puducherry,India
1860-08-01,27.564,1.069,Puducherry,India
1860-09-01,27.268,1.011,Puducherry,India
1860-10-01,26.071,0.893,Puducherry,India
1860-11-01,25.251,1.115,Puducherry,India
1860-12-01,23.271,1.25,Puducherry,India
1861-01-01,23.727,1.906,Puducherry,India
1861-02-01,25.006,0.741,Puducherry,India
1861-03-01,27.396,0.901,Puducherry,India
1861-04-01,28.681,1.263,Puducherry,India
1861-05-01,29.664,1.016,Puducherry,India
1861-06-01,28.447,1.62,Puducherry,India
1861-07-01,27.443,1.434,Puducherry,India
1861-08-01,27.071,1.27,Puducherry,India
1861-09-01,26.848,0.688,Puducherry,India
1861-10-01,26.036,0.665,Puducherry,India
1861-11-01,25.223,1.362,Puducherry,India
1861-12-01,23.914,1.436,Puducherry,India
1862-01-01,23.658,1.396,Puducherry,India
1862-02-01,24.469,1.006,Puducherry,India
1862-03-01,27.061,0.844,Puducherry,India
1862-04-01,,,Puducherry,India
1862-05-01,,,Puducherry,India
1862-06-01,,,Puducherry,India
1862-07-01,,,Puducherry,India
1862-08-01,,,Puducherry,India
1862-09-01,,,Puducherry,India
1862-10-01,,,Puducherry,India
1862-11-01,,,Puducherry,India
1862-12-01,,,Puducherry,India
1863-01-01,,,Puducherry,India
1863-02-01,,,Puducherry,India
1863-03-01,,,Puducherry,India
1863-04-01,,,Puducherry,India
1863-05-01,,,Puducherry,India
1863-06-01,,,Puducherry,India
1863-07-01,,,Puducherry,India
1863-08-01,,,Puducherry,India
1863-09-01,,,Puducherry,India
1863-10-01,,,Puducherry,India
1863-11-01,,,Puducherry,India
1863-12-01,,,Puducherry,India
1864-01-01,,,Puducherry,India
1864-02-01,,,Puducherry,India
1864-03-01,,,Puducherry,India
1864-04-01,,,Puducherry,India
1864-05-01,,,Puducherry,India
1864-06-01,,,Puducherry,India
1864-07-01,,,Puducherry,India
1864-08-01,,,Puducherry,India
1864-09-01,,,Puducherry,India
1864-10-01,,,Puducherry,India
1864-11-01,,,Puducherry,India
1864-12-01,,,Puducherry,India
1865-01-01,25.378,0.822,Puducherry,India
1865-02-01,26.641,3.497,Puducherry,India
1865-03-01,27.547,1.403,Puducherry,India
1865-04-01,29.156,1.615,Puducherry,India
1865-05-01,29.65,2.276,Puducherry,India
1865-06-01,29.785,0.923,Puducherry,India
1865-07-01,28.152,0.926,Puducherry,India
1865-08-01,28.013,1.119,Puducherry,India
1865-09-01,28.231,0.887,Puducherry,India
1865-10-01,26.698,0.928,Puducherry,India
1865-11-01,25.997,0.953,Puducherry,India
1865-12-01,24.768,1.251,Puducherry,India
1866-01-01,24.927,1.394,Puducherry,India
1866-02-01,25.766,1.547,Puducherry,India
1866-03-01,27.943,0.939,Puducherry,India
1866-04-01,29.952,1.371,Puducherry,India
1866-05-01,30.856,1.28,Puducherry,India
1866-06-01,29.446,0.999,Puducherry,India
1866-07-01,28.053,1.574,Puducherry,India
1866-08-01,27.557,1.336,Puducherry,India
1866-09-01,27.696,1.652,Puducherry,India
1866-10-01,26.51,0.957,Puducherry,India
1866-11-01,25.349,0.895,Puducherry,India
1866-12-01,25.322,1.617,Puducherry,India
1867-01-01,25.251,1.052,Puducherry,India
1867-02-01,25.771,0.672,Puducherry,India
1867-03-01,27.933,1.281,Puducherry,India
1867-04-01,29.426,1.001,Puducherry,India
1867-05-01,29.967,1.238,Puducherry,India
1867-06-01,29.28,0.866,Puducherry,India
1867-07-01,27.939,0.912,Puducherry,India
1867-08-01,27.749,1.308,Puducherry,India
1867-09-01,27.392,0.848,Puducherry,India
1867-10-01,26.573,0.648,Puducherry,India
1867-11-01,25.761,1.683,Puducherry,India
1867-12-01,25.259,1.143,Puducherry,India
1868-01-01,24.898,1.936,Puducherry,India
1868-02-01,26.038,1.768,Puducherry,India
1868-03-01,28.092,1.81,Puducherry,India
1868-04-01,29.666,1.673,Puducherry,India
1868-05-01,30.551,1.343,Puducherry,India
1868-06-01,29.108,0.785,Puducherry,India
1868-07-01,27.736,1.012,Puducherry,India
1868-08-01,28.026,0.982,Puducherry,India
1868-09-01,27.739,0.98,Puducherry,India
1868-10-01,27.085,0.814,Puducherry,India
1868-11-01,25.705,1.597,Puducherry,India
1868-12-01,24.595,0.856,Puducherry,India
1869-01-01,24.561,1.48,Puducherry,India
1869-02-01,26.425,1.063,Puducherry,India
1869-03-01,28.232,1.118,Puducherry,India
1869-04-01,30.258,1.645,Puducherry,India
1869-05-01,29.985,1.597,Puducherry,India
1869-06-01,29.207,1.132,Puducherry,India
1869-07-01,28.072,0.96,Puducherry,India
1869-08-01,27.497,1.847,Puducherry,India
1869-09-01,27.394,0.929,Puducherry,India
1869-10-01,26.536,1.001,Puducherry,India
1869-11-01,25.074,0.685,Puducherry,India
1869-12-01,24.165,1.434,Puducherry,India
1870-01-01,24.548,0.98,Puducherry,India
1870-02-01,25.161,1.187,Puducherry,India
1870-03-01,27.674,0.843,Puducherry,India
1870-04-01,29.479,1.59,Puducherry,India
1870-05-01,30.169,1.152,Puducherry,India
1870-06-01,28.669,0.924,Puducherry,India
1870-07-01,27.195,0.758,Puducherry,India
1870-08-01,26.737,0.896,Puducherry,India
1870-09-01,26.782,0.711,Puducherry,India
1870-10-01,26.048,0.981,Puducherry,India
1870-11-01,25.135,1.499,Puducherry,India
1870-12-01,24.18,0.935,Puducherry,India
1871-01-01,24.118,1.393,Puducherry,India
1871-02-01,25.325,1.704,Puducherry,India
1871-03-01,28.05,1.701,Puducherry,India
1871-04-01,29.508,1.07,Puducherry,India
1871-05-01,29.203,0.998,Puducherry,India
1871-06-01,28.674,0.755,Puducherry,India
1871-07-01,27.361,0.624,Puducherry,India
1871-08-01,27.527,0.592,Puducherry,India
1871-09-01,27.168,0.621,Puducherry,India
1871-10-01,26.544,0.679,Puducherry,India
1871-11-01,25.178,0.883,Puducherry,India
1871-12-01,24.295,0.86,Puducherry,India
1872-01-01,24.39,1.643,Puducherry,India
1872-02-01,25.592,1.229,Puducherry,India
1872-03-01,28.088,0.747,Puducherry,India
1872-04-01,29.466,1.431,Puducherry,India
1872-05-01,29.764,0.729,Puducherry,India
1872-06-01,28.538,0.971,Puducherry,India
1872-07-01,27.452,1.064,Puducherry,India
1872-08-01,26.885,1.462,Puducherry,India
1872-09-01,26.823,0.617,Puducherry,India
1872-10-01,26.397,0.608,Puducherry,India
1872-11-01,25.106,0.824,Puducherry,India
1872-12-01,24.234,1.817,Puducherry,India
1873-01-01,24.258,1.207,Puducherry,India
1873-02-01,25.62,1.035,Puducherry,India
1873-03-01,27.838,1.276,Puducherry,India
1873-04-01,29.376,1.315,Puducherry,India
1873-05-01,29.711,0.573,Puducherry,India
1873-06-01,28.298,0.972,Puducherry,India
1873-07-01,27.263,1.186,Puducherry,India
1873-08-01,27.373,0.558,Puducherry,India
1873-09-01,27.075,1.172,Puducherry,India
1873-10-01,26.738,0.757,Puducherry,India
1873-11-01,25.049,0.578,Puducherry,India
1873-12-01,24.549,0.871,Puducherry,India
1874-01-01,24.407,1.162,Puducherry,India
1874-02-01,25.834,0.8,Puducherry,India
1874-03-01,27.616,1.2,Puducherry,India
1874-04-01,29.55,0.765,Puducherry,India
1874-05-01,29.394,0.64,Puducherry,India
1874-06-01,28.21,0.977,Puducherry,India
1874-07-01,27.346,0.632,Puducherry,India
1874-08-01,27.381,0.57,Puducherry,India
1874-09-01,26.609,1.146,Puducherry,India
1874-10-01,26.842,1.011,Puducherry,India
1874-11-01,25.909,0.822,Puducherry,India
1874-12-01,24.308,0.969,Puducherry,India
1875-01-01,24.256,0.618,Puducherry,India
1875-02-01,25.613,0.613,Puducherry,India
1875-03-01,28.285,0.797,Puducherry,India
1875-04-01,29.466,0.64,Puducherry,India
1875-05-01,29.915,0.54,Puducherry,India
1875-06-01,28.472,0.858,Puducherry,India
1875-07-01,27.839,0.966,Puducherry,India
1875-08-01,27.32,0.541,Puducherry,India
1875-09-01,27.255,0.485,Puducherry,India
1875-10-01,26.102,0.565,Puducherry,India
1875-11-01,25.657,0.809,Puducherry,India
1875-12-01,24.333,0.532,Puducherry,India
1876-01-01,24.313,0.745,Puducherry,India
1876-02-01,25.157,0.833,Puducherry,India
1876-03-01,28.606,1.398,Puducherry,India
1876-04-01,29.932,0.807,Puducherry,India
1876-05-01,30.049,0.807,Puducherry,India
1876-06-01,28.906,0.757,Puducherry,India
1876-07-01,27.781,0.806,Puducherry,India
1876-08-01,27.283,0.662,Puducherry,India
1876-09-01,27.557,1.087,Puducherry,India
1876-10-01,27.147,0.861,Puducherry,India
1876-11-01,25.326,1.001,Puducherry,India
1876-12-01,23.924,1.135,Puducherry,India
1877-01-01,24.699,1.486,Puducherry,India
1877-02-01,26.544,1.332,Puducherry,India
1877-03-01,27.996,0.392,Puducherry,India
1877-04-01,29.291,1.061,Puducherry,India
1877-05-01,29.667,1.375,Puducherry,India
1877-06-01,28.63,1.601,Puducherry,India
1877-07-01,28.803,0.821,Puducherry,India
1877-08-01,28.344,0.66,Puducherry,India
1877-09-01,27.567,0.598,Puducherry,India
1877-10-01,26.875,0.868,Puducherry,India
1877-11-01,25.988,0.946,Puducherry,India
1877-12-01,25.535,1.996,Puducherry,India
1878-01-01,25.567,1.31,Puducherry,India
1878-02-01,26.911,0.901,Puducherry,India
1878-03-01,28.871,0.708,Puducherry,India
1878-04-01,29.483,0.585,Puducherry,India
1878-05-01,30.054,0.48,Puducherry,India
1878-06-01,29.32,1.267,Puducherry,India
1878-07-01,27.743,0.879,Puducherry,India
1878-08-01,27.314,0.82,Puducherry,India
1878-09-01,27.387,0.806,Puducherry,India
1878-10-01,26.905,0.626,Puducherry,India
1878-11-01,26.062,1.05,Puducherry,India
1878-12-01,24.865,1.091,Puducherry,India
1879-01-01,24.554,0.692,Puducherry,India
1879-02-01,26.065,0.971,Puducherry,India
1879-03-01,27.858,0.672,Puducherry,India
1879-04-01,29.687,0.915,Puducherry,India
1879-05-01,29.405,1.04,Puducherry,India
1879-06-01,27.573,0.613,Puducherry,India
1879-07-01,27.317,0.968,Puducherry,India
1879-08-01,26.695,0.683,Puducherry,India
1879-09-01,26.985,0.82,Puducherry,India
1879-10-01,26.216,0.884,Puducherry,India
1879-11-01,25.365,0.659,Puducherry,India
1879-12-01,24.331,1.11,Puducherry,India
1880-01-01,24.157,1.074,Puducherry,India
1880-02-01,26.1,0.939,Puducherry,India
1880-03-01,28.324,1.026,Puducherry,India
1880-04-01,29.892,0.777,Puducherry,India
1880-05-01,29.987,0.636,Puducherry,India
1880-06-01,28.041,0.479,Puducherry,India
1880-07-01,27.109,0.571,Puducherry,India
1880-08-01,27.101,0.59,Puducherry,India
1880-09-01,26.8,0.737,Puducherry,India
1880-10-01,26.588,0.601,Puducherry,India
1880-11-01,25.32,1.762,Puducherry,India
1880-12-01,24.057,0.607,Puducherry,India
1881-01-01,24.039,0.842,Puducherry,India
1881-02-01,25.291,0.75,Puducherry,India
1881-03-01,27.83,0.756,Puducherry,India
1881-04-01,29.844,0.54,Puducherry,India
1881-05-01,30.463,0.493,Puducherry,India
1881-06-01,28.571,0.84,Puducherry,India
1881-07-01,28.439,0.931,Puducherry,India
1881-08-01,27.456,0.408,Puducherry,India
1881-09-01,27.294,0.467,Puducherry,India
1881-10-01,27.103,0.332,Puducherry,India
1881-11-01,25.459,0.49,Puducherry,India
1881-12-01,24.341,0.482,Puducherry,India
1882-01-01,24.529,0.829,Puducherry,India
1882-02-01,25.822,0.56,Puducherry,India
1882-03-01,28.273,0.624,Puducherry,India
1882-04-01,29.609,0.456,Puducherry,India
1882-05-01,29.595,0.522,Puducherry,India
1882-06-01,28.315,0.835,Puducherry,India
1882-07-01,26.836,0.597,Puducherry,India
1882-08-01,27.004,0.686,Puducherry,India
1882-09-01,27.12,0.867,Puducherry,India
1882-10-01,26.102,0.403,Puducherry,India
1882-11-01,25.36,0.928,Puducherry,India
1882-12-01,23.926,0.795,Puducherry,India
1883-01-01,24.197,0.913,Puducherry,India
1883-02-01,25.488,0.833,Puducherry,India
1883-03-01,27.967,0.593,Puducherry,India
1883-04-01,29.388,0.478,Puducherry,India
1883-05-01,29.774,0.56,Puducherry,India
1883-06-01,28.318,0.366,Puducherry,India
1883-07-01,27.175,0.652,Puducherry,India
1883-08-01,27.545,0.498,Puducherry,India
1883-09-01,27.448,0.803,Puducherry,India
1883-10-01,25.805,0.375,Puducherry,India
1883-11-01,24.581,0.278,Puducherry,India
1883-12-01,23.171,0.812,Puducherry,India
1884-01-01,23.382,0.621,Puducherry,India
1884-02-01,24.823,0.508,Puducherry,India
1884-03-01,27.583,0.457,Puducherry,India
1884-04-01,29.165,0.436,Puducherry,India
1884-05-01,29.9,0.401,Puducherry,India
1884-06-01,28.914,0.75,Puducherry,India
1884-07-01,27.866,0.588,Puducherry,India
1884-08-01,27.514,0.578,Puducherry,India
1884-09-01,27.115,0.683,Puducherry,India
1884-10-01,26.067,0.511,Puducherry,India
1884-11-01,24.637,0.469,Puducherry,India
1884-12-01,24.101,0.815,Puducherry,India
1885-01-01,24.43,0.743,Puducherry,India
1885-02-01,25.65,0.668,Puducherry,India
1885-03-01,27.633,0.633,Puducherry,India
1885-04-01,29.274,0.918,Puducherry,India
1885-05-01,29.669,1.011,Puducherry,India
1885-06-01,27.985,0.335,Puducherry,India
1885-07-01,27.454,0.455,Puducherry,India
1885-08-01,27.794,0.508,Puducherry,India
1885-09-01,27.625,0.473,Puducherry,India
1885-10-01,26.285,0.65,Puducherry,India
1885-11-01,25.158,0.644,Puducherry,India
1885-12-01,24.572,0.914,Puducherry,India
1886-01-01,24.312,0.654,Puducherry,India
1886-02-01,25.849,0.803,Puducherry,India
1886-03-01,28.142,0.481,Puducherry,India
1886-04-01,29.693,0.702,Puducherry,India
1886-05-01,29.574,0.735,Puducherry,India
1886-06-01,28.241,0.747,Puducherry,India
1886-07-01,27.333,0.6,Puducherry,India
1886-08-01,26.948,0.246,Puducherry,India
1886-09-01,27.498,0.627,Puducherry,India
1886-10-01,26.758,0.753,Puducherry,India
1886-11-01,25.415,0.781,Puducherry,India
1886-12-01,24.08,1.068,Puducherry,India
1887-01-01,24.486,0.981,Puducherry,India
1887-02-01,25.391,1.016,Puducherry,India
1887-03-01,27.848,0.767,Puducherry,India
1887-04-01,29.077,0.584,Puducherry,India
1887-05-01,29.809,0.683,Puducherry,India
1887-06-01,27.885,0.236,Puducherry,India
1887-07-01,27.431,0.682,Puducherry,India
1887-08-01,27.34,0.518,Puducherry,India
1887-09-01,27.019,0.587,Puducherry,India
1887-10-01,25.946,0.425,Puducherry,India
1887-11-01,25.335,0.719,Puducherry,India
1887-12-01,24.036,0.733,Puducherry,India
1888-01-01,24.234,1.076,Puducherry,India
1888-02-01,25.686,0.849,Puducherry,India
1888-03-01,27.995,0.718,Puducherry,India
1888-04-01,29.669,0.769,Puducherry,India
1888-05-01,29.289,0.55,Puducherry,India
1888-06-01,28.526,0.481,Puducherry,India
1888-07-01,27.777,0.569,Puducherry,India
1888-08-01,27.374,0.578,Puducherry,India
1888-09-01,27.671,0.378,Puducherry,India
1888-10-01,26.833,0.877,Puducherry,India
1888-11-01,25.641,0.504,Puducherry,India
1888-12-01,24.003,0.77,Puducherry,India
1889-01-01,24.402,0.559,Puducherry,India
1889-02-01,26.006,0.489,Puducherry,India
1889-03-01,28.298,0.62,Puducherry,India
1889-04-01,29.688,0.71,Puducherry,India
1889-05-01,30.37,0.454,Puducherry,India
1889-06-01,28.716,0.176,Puducherry,India
1889-07-01,27.727,0.577,Puducherry,India
1889-08-01,27.455,0.921,Puducherry,India
1889-09-01,27.459,0.599,Puducherry,India
1889-10-01,26.403,0.278,Puducherry,India
1889-11-01,25.117,0.622,Puducherry,India
1889-12-01,24.193,1.209,Puducherry,India
1890-01-01,23.909,0.712,Puducherry,India
1890-02-01,25.551,1.019,Puducherry,India
1890-03-01,28.453,0.903,Puducherry,India
1890-04-01,29.32,0.922,Puducherry,India
1890-05-01,29.965,1.226,Puducherry,India
1890-06-01,28.134,0.497,Puducherry,India
1890-07-01,27.222,0.63,Puducherry,India
1890-08-01,26.856,0.578,Puducherry,India
1890-09-01,27.21,0.738,Puducherry,India
1890-10-01,26.529,0.492,Puducherry,India
1890-11-01,25.377,0.611,Puducherry,India
1890-12-01,24.727,0.63,Puducherry,India
1891-01-01,24.361,0.998,Puducherry,India
1891-02-01,26.136,0.638,Puducherry,India
1891-03-01,27.743,0.323,Puducherry,India
1891-04-01,29.425,0.409,Puducherry,India
1891-05-01,29.929,0.561,Puducherry,India
1891-06-01,29.139,0.467,Puducherry,India
1891-07-01,27.959,0.334,Puducherry,India
1891-08-01,28.119,0.323,Puducherry,India
1891-09-01,28.084,0.461,Puducherry,India
1891-10-01,26.432,0.322,Puducherry,India
1891-11-01,25.673,0.525,Puducherry,India
1891-12-01,24.941,0.496,Puducherry,India
1892-01-01,24.506,0.798,Puducherry,India
1892-02-01,26.058,0.392,Puducherry,India
1892-03-01,28.297,0.726,Puducherry,India
1892-04-01,29.635,0.633,Puducherry,India
1892-05-01,30.133,0.654,Puducherry,India
1892-06-01,28.623,0.484,Puducherry,India
1892-07-01,27.619,0.587,Puducherry,India
1892-08-01,26.777,0.574,Puducherry,India
1892-09-01,26.831,0.152,Puducherry,India
1892-10-01,26.423,0.364,Puducherry,India
1892-11-01,25.286,0.718,Puducherry,India
1892-12-01,24.166,0.757,Puducherry,India
1893-01-01,24.315,0.596,Puducherry,India
1893-02-01,25.63,0.635,Puducherry,India
1893-03-01,27.406,0.618,Puducherry,India
1893-04-01,29.031,0.431,Puducherry,India
1893-05-01,29.344,0.503,Puducherry,India
1893-06-01,28.214,0.465,Puducherry,India
1893-07-01,27.283,0.511,Puducherry,India
1893-08-01,27.421,0.418,Puducherry,India
1893-09-01,27.151,0.409,Puducherry,India
1893-10-01,26.601,0.394,Puducherry,India
1893-11-01,25.364,0.527,Puducherry,India
1893-12-01,23.869,0.69,Puducherry,India
1894-01-01,24.511,0.567,Puducherry,India
1894-02-01,25.987,0.613,Puducherry,India
1894-03-01,28.474,0.715,Puducherry,India
1894-04-01,29.309,0.333,Puducherry,India
1894-05-01,30.253,0.628,Puducherry,India
1894-06-01,28.875,0.522,Puducherry,India
1894-07-01,27.914,0.326,Puducherry,India
1894-08-01,27.267,0.501,Puducherry,India
1894-09-01,27.073,0.29,Puducherry,India
1894-10-01,26.738,0.3,Puducherry,India
1894-11-01,25.278,0.674,Puducherry,India
1894-12-01,24.742,0.764,Puducherry,India
1895-01-01,24.803,0.59,Puducherry,India
1895-02-01,25.927,0.539,Puducherry,India
1895-03-01,27.96,0.305,Puducherry,India
1895-04-01,29.287,0.671,Puducherry,India
1895-05-01,30.43,0.641,Puducherry,India
1895-06-01,29.245,0.443,Puducherry,India
1895-07-01,27.313,0.311,Puducherry,India
1895-08-01,27.467,0.424,Puducherry,India
1895-09-01,27.672,0.28,Puducherry,India
1895-10-01,26.46,0.356,Puducherry,India
1895-11-01,25.926,0.488,Puducherry,India
1895-12-01,24.162,0.535,Puducherry,India
1896-01-01,24.294,0.394,Puducherry,India
1896-02-01,26.068,0.583,Puducherry,India
1896-03-01,28.248,0.493,Puducherry,India
1896-04-01,30.378,0.581,Puducherry,India
1896-05-01,30.625,0.333,Puducherry,India
1896-06-01,28.828,0.386,Puducherry,India
1896-07-01,28.244,0.374,Puducherry,India
1896-08-01,27.269,0.437,Puducherry,India
1896-09-01,27.929,0.421,Puducherry,India
1896-10-01,27.015,0.461,Puducherry,India
1896-11-01,26.124,0.46,Puducherry,India
1896-12-01,25.154,0.618,Puducherry,India
1897-01-01,25.403,0.832,Puducherry,India
1897-02-01,27.255,0.507,Puducherry,India
1897-03-01,28.858,0.352,Puducherry,India
1897-04-01,29.779,0.464,Puducherry,India
1897-05-01,30.815,0.439,Puducherry,India
1897-06-01,29.2,0.56,Puducherry,India
1897-07-01,28.33,0.363,Puducherry,India
1897-08-01,28.114,0.336,Puducherry,India
1897-09-01,27.216,0.361,Puducherry,India
1897-10-01,27.174,0.548,Puducherry,India
1897-11-01,25.905,0.783,Puducherry,India
1897-12-01,23.969,0.349,Puducherry,India
1898-01-01,24.084,0.781,Puducherry,India
1898-02-01,25.591,0.487,Puducherry,India
1898-03-01,27.774,0.529,Puducherry,India
1898-04-01,29.805,0.412,Puducherry,India
1898-05-01,30.42,0.461,Puducherry,India
1898-06-01,28.971,0.418,Puducherry,India
1898-07-01,28.227,0.399,Puducherry,India
1898-08-01,28.17,0.426,Puducherry,India
1898-09-01,27.248,0.227,Puducherry,India
1898-10-01,26.695,0.323,Puducherry,India
1898-11-01,25.307,0.521,Puducherry,India
1898-12-01,24.763,0.612,Puducherry,India
1899-01-01,24.178,0.627,Puducherry,India
1899-02-01,25.866,0.516,Puducherry,India
1899-03-01,27.85,0.606,Puducherry,India
